Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
C#Cc1ccc(-c2nnco2)cc1S[NH+]1CCc2ccccc2C1,-0.0,0.0,0,0
C=CCOc1cccc(NC(C=O)C(C)[NH2+]C2CCC(C3COc4ccccc4O3)C2)c1,-0.0,0.0,0,0
CS(=O)(=O)NC(=S)c1ccc(C=NCc2ccccn2)cc1,-0.0,0.0,0,0
C=CCOc1ccc(C2Nc3ccccc3C3C=CCC32)cc1C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,-0.0,0.0,0,0
COCCC(c1ccccc1)c1ccc(C=O)cc1S,-0.0,0.0,0,0
CS(=O)(=O)c1cc(-c2ccc(N3CCCCC3)c(C3CCS(=O)(=O)C3)c2)ccc1[N+](=O)[O-],-0.0,0.0,0,0
C=CCOc1ccc(C(=O)C(C)Oc2ccc(N=C)c(Cl)c2)cc1,-0.0,0.0,0,0
O=C(CSc1ccc(C2CCC(=O)N2)cc1)NC1CCN(Cc2ccccc2)CC1,-0.0,0.0,0,0
O=C(C(=O)c1ccccc1C(F)OC1CCCC1O)c1nccs1,-0.0,0.0,0,0
Cc1ccc(-c2ccc(-c3ccccc3N)cc2Cl)c(C2CCCC2)c1,-0.0,0.0,0,0
CC(C)CC(=O)c1ccc(Cc2ccccn2)cc1NC(=O)C=O,-0.0,0.0,0,0
c1ccc(C2CCC(C34CC5CC(CC(C5)C3)C4)C2)c(-c2cnc(-c3nnco3)nc2)c1,-0.0,0.0,0,0
c1cc(-c2c[nH]c3cc(NCc4c[nH]c5ccccc45)ccc23)cc(C(NC2CCCO2)c2c[nH]c3ccccc23)c1,-0.0,0.0,0,0
CCC(N)c1ccc(C(C(C)C)S(=O)(=O)NCc2ccccc2[N+](=O)[O-])cc1,-0.0,0.0,0,0
C=CCO[NH+](c1ccc(C23CC4CC(CC(C4)C2)C3)c(-c2ccncc2)c1)C1CCCC1,-0.0,0.0,0,0
CN(CC=O)c1ccc(C2CS(=O)(=O)CC2C2CCC([NH2+]C(N)c3c[nH]c4ccccc34)C2)cc1,-0.0,0.0,0,0
CN(C)c1ccc(C(N)=O)cc1C1C=CC(C(=O)N2CCCC2)C1,-0.0,0.0,0,0
O=[N+]([O-])c1ccccc1-c1cc(-c2ncc(Cc3ccccc3)cn2)ccc1-c1ccc2c(c1)OCO2,-0.0,0.0,0,0
Cn1ncc2c1CC(c1ccc(NN)cc1-c1cc(-c3ccc([N+](=O)[O-])cc3)on1)CC2,-0.0,0.0,0,0
O=COC1CCOC1c1ccc(-c2cc(C(=O)C=O)cc3c2OCO3)cc1,-0.0,0.0,0,0
O=C(c1ccoc1)c1cc(C(F)(F)F)ccc1-c1ccoc1,-0.0,0.0,0,0
CCC(NC1=CC(C(=O)[O-])CC1)C(=O)C(NN)c1ccccc1,-0.0,0.0,0,0
O=C(c1cc(-c2cccc(OC34CC5CC(CC(C5)C3)C4)c2)ccc1N1CCCC1)C1C=CCC1,-0.0,0.0,0,0
OC1CCCN(c2cc(-c3ccc(C(F)(F)F)cc3Cl)ccc2-c2ccc3c(c2)OCO3)C1,-0.0,0.0,0,0
Nc1ccccc1CC(F)c1cc(Oc2ccccc2)ccc1Cc1ccccc1,-0.0,0.0,0,0
CS(=O)c1ccc(C2CCCC2O)cc1C1CCCC(c2cccc3cccnc23)C1,-0.0,0.0,0,0
O=C(c1ccccc1NCc1c[nH]c2ccccc12)C1C=CC(C2CC(Nc3ccccc3)CC2O)C1,-0.0,0.0,0,0
O=[N+]([O-])c1ccc(C2CCN(c3ccccc3NCc3c[nH]c4ccccc34)CC2C2CC2)cc1,-0.0,0.0,0,0
NC(=O)CSc1cc(-c2cc(C3Nc4ccccc4C4C=CCC43)ccc2Cc2ccccc2)cc2c1OCO2,-0.0,0.0,0,0
CCOC(=O)c1ccc(NCc2c[nH]c3ccccc23)cc1C(C)(C)OC=O,-0.0,0.0,0,0
O=S(=O)(c1ccc2c(c1)CC[NH2+]C2)c1ccc(-c2ccc3c(c2)CC[NH2+]C3)cc1N1CCOCC1,-0.0,0.0,0,0
COCCC(c1ccccc1)c1ccccc1C(C)C(N)N1CCCC1,-0.0,0.0,0,0
Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
O=S(=O)(NCN=Cc1ccc(C2CCCCC2)cc1)C(F)(F)F,-6.701951066981386,-6.701951066981386,6.701951066981386,1
C=CCOc1cc(C=N)ccc1C(=O)CN(C)N=C,-5.534709456892736,-5.534709456892736,5.534709456892736,1
CS(=O)C(C=O)c1cc(C(O)F)ccc1C12CC3CC(CC(C3)C1)C2,-8.23272902105778,-8.23272902105778,8.23272902105778,1
COCCc1ccc(C#N)c(-c2nc(NC(N)=O)cs2)c1,-7.315180543321052,-7.315180543321052,7.315180543321052,1
O=S(=O)(c1ccccc1)c1cc(-c2ccc(N3CCCC3)c(-c3ccoc3)c2)co1,-9.331386486153294,-9.331386486153294,9.331386486153294,1
C=CCOc1ccc(OC(F)C2CCCC2)cc1C(=O)[O-],-6.282999223621727,-6.282999223621727,6.282999223621727,1
O=S(c1ccccc1-c1ccnc2ccccc12)C(C=S)c1ccccc1,-8.92307504015106,-8.92307504015106,8.92307504015106,1
Cc1cc2c(c(-c3ccc4c(c3)OC(c3ccccc3C(F)(F)F)CO4)c1)OCO2,-8.426725998944756,-8.426725998944756,8.426725998944756,1
C#Cc1cc(S(=O)(=O)NC2CCCCC2C)ccc1C1CCCCC1,-7.866610077308183,-7.866610077308183,7.866610077308183,1
NC(=O)C(=O)N(c1ccccc1-c1coc(C(=O)[O-])c1)[SH](=O)=O,-7.223523319126652,-7.223523319126652,7.223523319126652,1
O=CNCc1ccc(N(C2CCCCCC2)[SH](=O)=O)c([SH]=O)c1,-8.133412972577533,-8.133412972577533,8.133412972577533,1
CCC(NC(=S)c1ccnc2ccccc12)c1ccccc1C1CC1,-9.401936759311694,-9.401936759311694,9.401936759311694,1
CC1CCC(=O)N1C1Cc2c(cnn2C)C(NCC(=O)c2ccccc2)C1,-8.997879317073467,-8.997879317073467,8.997879317073467,1
CC(F)(c1cc(C2CCN([SH](=O)=O)CC2)ccc1NC(=O)CS)C1CCCO1,-8.083706716910223,-8.083706716910223,8.083706716910223,1
CC(C)Cc1ccccc1C1CCCC(C2CC(S(C)=O)Cc3c2cnn3C)C1C,-8.135095932573163,-8.135095932573163,8.135095932573163,1
CC(C)Nc1ccc(C(NC2CC2)C(C)C)cc1-c1ccc2c(c1)OCO2,-7.940724158602096,-7.940724158602096,7.940724158602096,1
CC(SC1CCCC1)C(=O)c1ccc(C2COc3ccccc3O2)cc1-c1ccccc1N,-9.067232929216184,-9.067232929216184,9.067232929216184,1
O=C(NC(S)S(=O)(=O)c1ccccc1)c1ccccc1S,-7.122086074126069,-7.122086074126069,7.122086074126069,1
O=C([O-])C1CS(=O)(=O)CC1c1ccccc1-c1cc([SH](=O)=O)ccc1[N+](=O)[O-],-7.743411271526642,-7.743411271526642,7.743411271526642,1
CC1C(NC(N)=O)CCCC1c1ccc(OC=O)cc1C(C)(C)N,-8.069882991793744,-8.069882991793744,8.069882991793744,1
O=CCNc1ccc(-c2ccoc2)cc1C(NC12CC3CC(CC(C3)C1)C2)c1c[nH]c2ccccc12,-8.76193827564495,-8.76193827564495,8.76193827564495,1
O=Cc1cccc(C(c2ccccc2)c2ccc3c(c2)C2C=CCC2C(Cc2ccccn2)N3)c1,-8.88805211366806,-8.88805211366806,8.88805211366806,1
O=S(=O)(c1ccc(S(=O)(=O)N2CCC(c3ccccc3)CC2)cc1)C(F)Oc1ccc2c(c1)OCO2,-7.674880039227372,-7.674880039227372,7.674880039227372,1
CC(=O)c1cc(NC(=S)c2ccccc2)ccc1-c1cccc(O)c1,-9.233839454816408,-9.233839454816408,9.233839454816408,1
C=CCOC(=O)C(=O)c1cc(C(=O)[O-])ccc1-c1ccoc1,-7.049101949471992,-7.049101949471992,7.049101949471992,1
c1ccc(Cc2ccc(C3CCCCCC3)c(NC3CC3)c2)nc1,-8.707594624850502,-8.707594624850502,8.707594624850502,1
O=S1(=O)CCC(c2ccc(-c3cccc(Cl)c3)c(C(F)CC3CCCNC3)c2)C1,-8.560175287264764,-8.560175287264764,8.560175287264764,1
CC(c1cccc(C2CCOC2N(C)CC(=O)C2CCCCC2)c1)C(N)C=O,-7.738533916800596,-7.738533916800596,7.738533916800596,1
N#Cc1ccc(C2CS(=O)(=O)CC2N2CCCC(O)C2)cc1-c1ccccc1Cl,-6.657363244051224,-6.657363244051224,6.657363244051224,1
C=CCOc1ccc(C2OCCC2NC(C=O)CC)cc1Cc1ccccn1,-9.118906715994466,-9.118906715994466,9.118906715994466,1
CC(CNC=S)c1cc(NC2CC2)ccc1-c1ccoc1,-8.120844991861572,-8.120844991861572,8.120844991861572,1
C1=CC2c3cc(-c4cc(Oc5ccno5)ccc4-c4ccon4)ccc3NCC2C1,-9.65143264803723,-9.65143264803723,9.65143264803723,1
O=C(C(=O)C1CCN([SH](=O)=O)CC1)c1cc(-c2ccccc2-c2nnco2)no1,-9.298652033462918,-9.298652033462918,9.298652033462918,1
Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
N=CNNc1cc(C2CCCCCC2)ccc1SCC(N)=O,-7.537424456796195,-7.537424456796195,7.537424456796195,2
O=CCc1ccc(S(=O)(=O)NC(=O)c2cccc(-c3ccccc3[N+](=O)[O-])c2)cc1,-9.113267169238313,-9.113267169238313,9.113267169238313,2
CC(C)C(c1ccc(NCC=O)cc1-c1cccc(O)c1)C1CCNCC1O,-9.219656587637711,-9.219656587637711,9.219656587637711,2
CCSN(C)CC(=O)c1ccc(SCC(N)=O)c(C(F)(F)F)c1,-7.949514291591606,-7.949514291591606,7.949514291591606,2
c1cc(-c2ccc(C3CCOC3C3CCC([NH2+]c4ccoc4)C3)cc2)on1,-8.646562421130884,-8.646562421130884,8.646562421130884,2
COCc1cnc(-c2ccc(Nc3ccccc3)cc2C2CC2)nc1,-7.255625331457704,-7.255625331457704,7.255625331457704,2
